latitude,longitude,mag,label
31.58090837,-104.0609072,4.2,1
0.0107,123.5461,2.6,0
-8.4401,121.5966,2.6,0
-25.4853,-71.0059,4.05,1
18.7895,-67.3775,4.1,1
18.4535,-68.9225,3.23,1
63.6312,-149.3442,2.9,1
-21.0986,169.6161,4.5,0
-3.8909,134.8086,4.5,0
-14.7053,166.9053,4.0,0
26.8052,53.7556,3.05,0
19.1571,-68.9906,4.01,1
37.1995,20.9112,2.6,0
18.38883333,-66.41633333,4.4,1
-6.6901,130.3742,3.4,0
52.2063,-168.1989,4.1,1
40.561,-125.602,4.5,1
6.7855,-73.0545,4.2,1
40.3812,-125.7807,3.72,1
38.1836,-116.7029,4.3,1
-19.3719,-177.6127,2.82,1
56.1604,160.8794,4.2,0
51.9697,-168.0094,3.0,1
42.1865,141.2351,2.6,0
43.9032,13.4288,4.3,0
-14.7624,166.4276,2.9,0
37.75316667,-84.71866667,3.3,1
18.9486,-64.2588,4.1,1
38.3867,23.5246,4.0,0
-18.88,-177.6518,2.9,1
26.8041,55.2808,4.3,0
49.8646,18.5682,4.0,0
-20.9167,-178.725,4.1,1
31.6045,82.9741,2.64,0
31.68535796,-104.3931148,3.67,1
51.0961,-177.3966,4.1,1
-18.4237,-69.3587,4.0,1
-24.4673,179.2445,4.2,0
18.2111,-68.5503,2.8,1
54.7015,-159.8676,4.3,1
51.0997,-177.4505,4.2,1
-30.6411,-71.335,2.6,1
54.6967,-156.8305,3.1,1
54.7009,-156.8112,4.5,1
-15.0307,166.7492,4.5,0
-23.1518,-174.8672,3.6,1
-23.1214,-174.9788,3.3,1
19.6248,-92.4468,3.1,1
18.3923,-68.8998,4.5,1
-22.3179,-68.8832,2.8,1
36.4328,71.1482,2.9,0
2.1699,128.3152,4.5,0
-19.9726,-179.0447,4.4,1
17.9485,-66.806,4.5,1
-23.5786,-179.6793,4.2,1
35.5003,36.6702,4.0,0
-18.7323,169.1996,4.3,0
37.4773,137.3197,4.1,0
-17.5869,-178.8066,4.4,1
54.7155,-156.6381,4.2,1
56.6653,-135.9444,2.9,1
56.7464,-136.0059,4.3,1
56.055,-149.9577,4.4,1
18.7365,-64.6135,4.4,1
84.1027,108.789,4.0,0
34.593,25.241,4.3,0
5.0389,127.3963,2.6,0
-31.556,-69.148,3.2,1
-21.3025,-178.6053,3.2,1
54.6727,-161.1928,2.8,1
-20.4878,-178.1874,3.41,1
56.1194,-149.6855,4.2,1
19.205,-155.3973333,4.5,1
19.20783333,-155.3921667,4.4,1
64.7404,-149.2106,4.5,1
41.1438333,-123.465,4.3,1
62.5922,-151.7018,2.8,1
40.5245,-124.41,4.5,1
52.4614,-174.5742,3.1,1
52.0073,-174.8205,3.43,1
60.2539,-152.5011,2.78,1
50.2205,-179.0308,2.6,1
44.341,79.2948,2.69,0
51.1057,-177.4307,2.6,1
56.6562,-135.9934,3.5,1
52.3893,-175.8711,3.4,1
51.1104,-177.446,3.2,1
68.1568,-166.1718,3.8,1
1.6829,127.3173,2.8,0
-14.9138,166.5463,4.3,0
-17.649,-175.136,3.5,1
6.8346,-73.0505,3.0,1
18.41983333,-64.89133333,3.2,1
-20.738,-70.4016,2.9,1
51.494,-175.2662,2.9,1
18.054,-68.6671,4.2,1
51.9286,-174.2726,4.5,1
51.8894,-172.7967,4.0,1
-14.8073,167.5023,4.5,0
52.1163,-178.6506,3.43,1
18.3446,145.6785,4.2,0
-7.9618,133.4149,2.8,0
-32.8486,-70.199,3.75,1
18.9703,145.4903,3.1,0
-6.2506,130.1239,3.0,0
-24.4425,-179.929,4.5,1
51.2839,-177.6782,3.1,1
-23.4903,-179.7229,2.6,1
38.5285,-119.5205,4.5,1
-22.3007,-178.8259,4.3,1
-7.3104,128.8242,4.2,0
31.9508,138.0176,4.2,0
51.3508,177.2015,4.5,0
55.0271,-163.9757,4.2,1
37.262,-114.5891,2.8,1
44.6651,-68.5787,4.3,1
-9.1275,123.3759,3.2,0
12.4404,-87.7318,4.2,1
51.0575,100.0361,4.5,0
32.9751,92.4784,4.2,0
51.5476,-174.6511,3.4,1
42.0287,46.4836,3.1,0
51.5396,-174.6612,2.7,1
-13.5294,-74.3524,3.3,1
53.4078,-167.529,4.5,1
52.7309,-162.9793,4.4,1
53.5072,-158.277,4.5,1
19.2295,-155.4378333,4.3,1
-30.9772,-71.7885,3.3,1
34.5684,23.9247,4.4,0
54.6911,-156.9238,2.8,1
-17.8169,-178.449,4.4,1
51.5821,-168.3593,3.0,1
-26.7819,-179.5309,2.7,1
33.5663,-38.1987,2.8,1
31.61524355,-103.9685593,2.66,1
-7.2371,156.1617,4.2,0
6.8355,-73.1176,4.2,1
-3.8072,101.3371,2.8,0
3.53,122.8718,4.2,0
25.1713,122.5941,2.8,0
-41.0212,42.855,4.3,0
55.18,162.8932,4.5,0
0.0894,125.9544,2.7,0
53.3151,-164.0694,4.5,1
31.73880063,-104.1118547,4.5,1
13.5884,125.3902,4.2,0
-24.4452,179.5818,4.2,0
1.5787,126.7041,4.3,0
-14.2166,167.1619,4.3,0
39.8623,143.0784,4.1,0
18.673,-66.20433333,4.1,1
19.24383333,-155.508,3.1,1
31.69059455,-104.2870927,2.7,1
54.5176,-161.3372,4.4,1
54.4842,-161.3321,4.3,1
16.0898,-87.501,4.1,1
-6.3735,128.0365,4.3,0
21.9399,96.0213,4.5,0
0.7967,-28.8858,2.64,1
18.189,-68.3805,3.28,1
58.4185,-155.0791,2.7,1
1.6709,126.5954,2.8,0
-18.9633,169.3113,2.7,0
-31.4261,-68.4186,4.5,1
18.68733333,-67.0185,4.4,1
61.6414,-151.8634,4.3,1
51.7056,178.4694,4.4,0
-8.6856,-74.3909,3.74,1
20.25583333,-155.5881667,2.9,1
-58.7302,-25.0299,4.5,1
51.6311,-174.7165,4.4,1
45.6275,-106.2045,4.1,1
38.3735,75.3284,2.91,0
57.5872,-153.2038,3.1,1
-17.7086,179.9179,3.4,0
-5.4286,146.9684,4.5,0
19.048,-67.3623,2.68,1
0.7556,-77.3987,4.4,1
51.2244,-174.0249,2.9,1
-23.7922,-179.6758,2.8,1
-5.508,152.2043,4.2,0
51.417,178.1206,3.5,0
32.00720848,-103.8163168,4.5,1
52.9763,-168.81,4.2,1
41.5072,19.9862,3.45,0
28.1272,104.9237,4.3,0
-6.9566,129.8608,2.9,0
37.2951667,-120.028,4.4,1
18.7498,-68.3301,4.3,1
-0.1511,-24.8509,3.2,1
53.756,-165.5628,3.3,1
18.83766667,-64.99616667,3.7,1
-17.4995,-178.425,4.1,1
17.9,-66.8225,4.1,1
14.0685,-89.8253,4.5,1
52.3809,-169.9729,3.38,1
25.0131,125.7694,3.73,0
39.578,-111.4526667,4.5,1
39.5778333,-111.4533333,3.0,1
-7.902,128.4707,3.41,0
51.529,-170.538,4.3,1
14.1143,120.6221,2.68,0
3.19,126.9637,4.4,0
37.5238333,-118.7866667,3.7,1
-7.9049,128.4394,4.5,0
56.6204,-156.0949,2.7,1
52.5062,-175.8959,2.6,1
2.2496,128.4193,4.2,0
51.652,178.6245,3.2,0
51.733,-178.5903,4.1,1
13.1731,-89.5441,4.3,1
-32.5669,-71.6774,2.63,1
62.9961,-150.4545,4.3,1
30.5014,138.5131,2.7,0
-11.824,166.6554,3.4,0
52.259,-173.4537,4.4,1
54.472,-159.6721,3.8,1
35.7538,80.0339,3.6,0
14.055,-89.8418,4.3,1
35.7132,80.2659,4.3,0
43.2947,144.4407,2.7,0
53.2846,-162.1005,4.2,1
-8.9708,115.5095,4.5,0
-3.1103,142.0154,3.8,0
23.9258,122.4167,2.7,0
23.9367,122.3511,4.3,0
55.7739,-155.2518,4.0,1
51.3661,179.6985,4.2,0
18.90116667,-65.6195,4.3,1
