latitude,longitude,mag,label
38.083,36.6197,4.2,0
27.9015,53.8188,4.1,0
36.6335,-98.49833333,4.2,1
40.4059,141.5982,3.2,0
37.2623,37.0849,4.5,0
31.65205839,-104.3898571,4.2,1
-22.187,-63.6938,2.7,1
32.75115967,-100.6615615,4.2,1
40.5968333,-123.847,2.6,1
2.1776,127.2831,3.14,0
32.74932861,-100.6572742,4.3,1
51.1713,-177.7672,2.61,1
36.5999,36.8854,4.1,0
20.4629,121.9847,4.3,0
51.7796,-171.6162,4.4,1
-0.1556,125.7455,2.7,0
36.0389,35.8488,4.5,0
-41.3922,-87.7246,2.9,1
51.9187,-178.0167,2.7,1
10.9927,125.988,4.4,0
27.986,88.0003,3.0,0
38.0251,36.6342,4.1,0
60.138,-152.8151,3.0,1
23.0353,94.5227,4.2,0
54.0489,-163.4944,2.61,1
51.7847,-175.9067,4.3,1
5.0528,126.6853,4.3,0
-18.2274,-70.1842,3.0,1
65.6785,-171.7521,4.5,1
2.8039,126.9024,2.6,0
17.98666667,-68.47466667,2.64,1
19.33133333,-155.1358333,4.2,1
36.5303,71.2129,3.1,0
52.9828,-168.9584,3.1,1
28.6125,52.0362,2.8,0
36.4994,70.3753,4.4,0
16.0878,-118.6115,4.4,1
17.96383333,-66.90483333,3.0,1
51.2512,-177.0705,4.1,1
19.4635,-65.7931,4.0,1
17.94433333,-66.9865,4.5,1
18.2375,145.8644,2.6,0
-38.7031,177.8565,4.4,0
17.944,-66.51883333,4.0,1
-26.5677,-71.3857,4.3,1
17.94683333,-66.84833333,2.9,1
17.98,-66.7555,4.3,1
18.2061,-67.9836,2.7,1
53.5286,-167.1562,2.9,1
43.5487,-107.4026,4.2,1
32.9858333,-115.9256667,4.2,1
63.0269,-149.7686,3.4,1
37.5066667,-118.7941667,4.4,1
-23.0232,-114.5197,3.38,1
36.8844,36.6204,3.0,0
36.22,-117.8596667,4.1,1
1.5922,124.6736,4.0,0
19.13783333,-155.3913333,4.3,1
3.342,126.844,4.0,0
18.714,-64.5876,4.4,1
38.0402,38.589,2.61,0
17.962,-66.74683333,3.1,1
59.6026,-153.9997,3.72,1
37.8703,36.2865,2.69,0
18.16733333,-67.38416667,4.1,1
54.4569,-164.3623,4.4,1
-10.7477,115.9522,3.0,0
-16.1195,168.0514,4.2,0
18.16916667,-67.3615,2.67,1
38.1834,72.5706,2.65,0
-20.2727,-177.6101,3.75,1
38.3583,23.3846,2.8,0
-16.65,-173.9833,3.7,1
-5.8534,154.7538,3.24,0
18.903,-65.83216667,3.0,1
18.5112,-106.2914,2.69,1
-24.7955,-69.6393,4.4,1
48.2276,153.1233,4.5,0
18.8472,-68.6363,2.87,1
-22.3214,171.6143,4.4,0
37.5656667,-118.9258333,3.15,1
67.6781,-18.7496,4.4,1
67.5751,-18.6785,3.65,1
-1.2764,149.0653,4.3,0
67.569,-18.5311,2.71,1
67.6499,-18.8686,2.6,1
36.781,36.1142,4.2,0
19.2295,-155.3975,3.16,1
53.4087,-163.4899,2.6,1
-6.8361,129.8802,4.4,0
53.3268,-163.406,4.3,1
37.5661667,-118.9276667,3.3,1
37.9138,144.4757,3.05,0
44.462,-115.2003,4.5,1
54.8489,-156.1122,4.4,1
18.2945,-68.0301,4.1,1
54.94,-163.9156,4.5,1
-7.2446,130.78,4.3,0
11.0748,-86.3733,3.28,1
36.0172,36.1295,4.3,0
37.8316,37.9533,4.2,0
18.214,-67.067,4.2,1
-18.0123,-178.3981,3.7,1
35.5292,35.4049,4.4,0
54.0004,-164.3106,2.84,1
19.245,-155.3891667,4.1,1
53.8195,-166.3408,4.3,1
36.6928,71.02,4.2,0
38.0849,37.166,4.4,0
5.2468,-82.8845,4.3,1
19.14866667,-155.363,4.2,1
41.5071,-126.1444,2.75,1
40.224,-123.1501667,3.0,1
-20.4867,-177.8234,4.2,1
-23.095,-66.5365,3.1,1
31.1444,141.9862,2.84,0
-17.7509,-178.3731,4.5,1
52.2321,-170.1427,2.7,1
-29.9185,-177.4781,2.9,1
-29.7801,-178.5678,3.63,1
17.941,-66.959,2.6,1
32.10754395,-102.1353373,4.2,1
2.6565,128.6641,4.2,0
-23.7987,-179.9792,4.4,1
38.5302,37.4908,4.0,0
19.54966667,-65.83533333,2.69,1
55.084,162.0819,4.2,0
36.7937,36.5503,4.3,0
19.252,-155.3911667,2.8,1
44.4771,149.0066,2.84,0
58.0075,-151.4719,2.6,1
-15.0043,-178.3939,4.2,1
60.0859,-151.9506,4.4,1
64.3493,-162.9119,4.5,1
38.0945,36.7069,3.38,0
-26.4214,27.3608,3.6,0
-25.2949,-179.995,3.0,1
-24.3638,-179.7175,4.2,1
38.0187,36.4651,4.4,0
54.7177,161.4539,4.3,0
31.6742795,-104.4005523,4.2,1
56.3299,-156.5174,3.5,1
51.5193,-168.1944,4.5,1
18.675,-67.39116667,4.4,1
-14.4022,174.0689,3.48,0
40.384,-125.2376667,2.9,1
40.5723,35.3842,4.4,0
17.94016667,-66.89766667,4.4,1
-7.3925,128.5578,4.5,0
15.9909,-84.7565,3.38,1
2.9209,126.913,4.3,0
-5.7185,153.7739,4.2,0
54.8723,-159.7804,2.65,1
-21.1998,-68.8468,4.3,1
-8.0635,117.8628,2.6,0
19.5972,144.6998,4.1,0
6.7146,125.5523,2.9,0
51.7252,-177.9443,3.1,1
38.0487,36.6395,4.3,0
13.5026,-90.0975,3.1,1
37.3595,36.8701,4.2,0
-5.7351,103.6313,4.2,0
13.7469,144.7596,4.4,0
21.2059,100.0009,4.2,0
45.0887,23.1279,2.8,0
31.5968333,-116.0198333,2.7,1
51.9035,105.3635,2.6,0
62.7419,-150.5553,2.8,1
-7.0176,129.7357,4.5,0
55.8999,113.5555,3.58,0
-22.9722,-66.2487,4.2,1
-24.7789,179.4435,3.01,0
2.7019,127.2149,4.1,0
-33.0216,-178.9681,4.4,1
25.1917,91.8394,4.5,0
-6.386,130.182,4.2,0
-30.2066,-177.5197,3.1,1
31.64805961,-104.4040832,4.4,1
38.0817,38.5211,4.4,0
22.0371,-106.2409,2.8,1
54.8866,-157.0729,4.0,1
18.5573,-68.8106,4.4,1
41.507,-112.1761667,3.1,1
32.74932861,-100.6594179,3.1,1
54.3536,-161.4312,4.2,1
31.4502,-115.607,4.3,1
62.0589,-149.8447,3.9,1
-5.391,34.8867,4.5,0
-6.7952,130.1622,4.5,0
37.9197,37.5097,4.4,0
54.294,-159.7167,4.4,1
-21.7474,-11.6306,2.8,1
51.7473,-175.1108,4.1,1
38.8388329,-122.8191681,3.6,1
43.9561,-129.0271,4.1,1
54.3518,-160.2908,4.1,1
-49.5277,163.8152,4.5,0
12.3689,123.7775,4.5,0
19.0655,-69.1139,4.1,1
61.6531,-150.547,4.3,1
6.2484,-74.4491,4.3,1
13.9677,-92.6298,4.3,1
-16.7407,-174.7584,4.5,1
61.5269,-150.5443,3.0,1
37.8609,37.9524,4.3,0
51.6233,-177.6456,4.0,1
26.0585,123.4775,3.2,0
52.3622,-173.9782,3.87,1
86.1738,71.3345,3.17,0
18.09933333,-67.035,2.6,1
40.2781,142.1305,2.9,0
-5.4548,34.9896,2.8,0
51.886,-177.9787,2.8,1
-15.6616,-72.1834,4.4,1
-4.7483,152.2744,4.4,0
-29.9009,-177.4604,4.1,1
53.2709,-161.2821,3.0,1
51.8915,-177.9531,4.5,1
18.99066667,-65.8915,3.1,1
51.9061,-177.938,3.1,1
45.0763,23.0763,2.62,0
19.8027,-62.2987,3.9,1
14.962,-93.454,3.1,1
51.9234,-177.9126,4.1,1
-30.0254,-177.0453,4.5,1
34.0568,130.3669,3.0,0
27.9707,139.7747,4.1,0
11.837,142.4323,3.1,0
-8.9621,116.7829,2.7,0
40.2818333,-124.5003333,4.5,1
-30.0029,-177.1542,4.1,1
56.8405,-158.0158,4.3,1
37.9375,36.3279,4.0,0
52.79,-168.2197,4.1,1
38.6273,39.642,3.3,0
19.25616667,-155.4,4.2,1
39.7455,-124.043,4.0,1
19.2732,-155.3847,4.1,1
4.0014,122.5978,2.91,0
43.8127,147.2858,4.1,0
38.0804,38.1774,4.4,0
19.162,-155.4948333,3.1,1
56.1727,-161.465,4.4,1
36.38233333,-97.64483333,4.5,1
37.9028,32.5633,4.4,0
52.2188,-175.7292,3.3,1
19.16033333,-155.485,3.5,1
53.1996,160.1056,3.43,0
70.1187,-144.2321,2.8,1
56.8898,-158.1365,4.5,1
-60.3267,-24.326,4.5,1
59.5365,-138.8464,4.2,1
60.2712,-152.5034,2.6,1
62.5328,-151.0731,4.5,1
-19.7945,-177.607,4.4,1
19.25333333,-155.3971667,4.2,1
36.0061667,-117.364,4.4,1
18.047,-66.87683333,4.0,1
32.184,142.5755,2.93,0
52.758,-174.4939,4.2,1
-31.1506,-70.6183,2.6,1
38.073,37.1651,4.4,0
16.014,-97.2014,3.0,1
53.6401,160.4061,4.4,0
36.8948,-104.8459,2.8,1
36.527,70.8332,2.62,0
4.256,94.4484,2.9,0
57.8965,-152.2066,4.1,1
51.8783,-177.9903,4.2,1
61.0525,-146.3138,3.9,1
18.286,-67.1655,3.3,1
18.9485,-65.8165,2.68,1
-17.9235,-178.5547,3.0,1
-6.7099,129.8895,3.11,0
-19.0938,-177.4877,2.6,1
62.8651,-148.197,2.9,1
18.863,-64.74833333,2.77,1
51.3668,-177.0443,4.0,1
-22.4362,-176.7067,3.7,1
55.4792,-159.0739,3.2,1
51.8637,-178.0053,4.5,1
52.2244,-168.2987,2.9,1
23.693,120.7125,3.7,0
-22.2738,-68.6179,3.3,1
37.9217,38.1144,4.2,0
52.3144,-169.5545,2.86,1
52.0612,-166.2871,2.9,1
24.279,98.0811,2.83,0
-14.9824,-71.0753,4.2,1
19.137,-66.32533333,4.3,1
-8.6794,123.6667,4.3,0
-5.6477,153.9648,4.0,0
54.2606,-160.3041,4.4,1
51.4058,-176.6189,4.3,1
19.15083333,-155.3636667,2.6,1
-55.3098,-27.7195,4.2,1
51.2145,-177.6203,4.3,1
-19.4598,-176.8704,2.7,1
38.0406,36.2306,3.1,0
61.6828,-150.1212,2.6,1
58.7609,-142.7921,3.12,1
59.3924,-153.0211,3.1,1
-1.1134,-80.8114,4.3,1
40.964,-109.5098333,4.1,1
54.2491,-162.5475,4.3,1
37.1416,36.8384,3.8,0
37.2737,36.8291,2.88,0
37.3021,36.8869,3.0,0
51.8804,-177.9389,4.5,1
52.4239,-173.5739,2.7,1
-5.9701,149.3311,2.7,0
18.0595,-67.9286,3.3,1
52.7731,-168.1467,4.5,1
55.9139,-151.916,4.2,1
43.4065,-127.3082,4.0,1
2.1412,126.0732,2.7,0
36.5342,70.2087,2.7,0
53.1826,-165.4003,4.1,1
51.8992,-177.9767,4.5,1
-60.2672,-44.9292,3.2,1
2.8509,127.0043,3.14,0
52.0457,-169.2879,4.4,1
37.0134,141.3369,3.1,0
52.1115,-169.3461,4.0,1
34.8812,14.153,3.1,0
17.91983333,-66.84666667,2.7,1
-15.4415,-71.4991,2.71,1
51.8494,-177.8567,4.3,1
61.4989,-140.7477,3.0,1
61.7737,-150.3375,4.4,1
52.1322,-169.3637,4.3,1
32.74749756,-100.6679926,2.6,1
52.1298,-169.4062,2.6,1
-17.7482,-172.8349,4.2,1
52.0409,-169.3276,4.3,1
50.5859,-172.6597,2.92,1
18.56866667,-65.65866667,2.7,1
51.7873,-174.1762,4.1,1
17.763,-68.48816667,4.2,1
34.699,32.9989,4.3,0
63.2808,-150.5526,3.0,1
-5.5192,146.7694,3.2,0
1.8181,127.349,4.3,0
-21.7265,-179.3637,3.55,1
-30.1668,-177.4333,3.8,1
51.7914,-177.331,3.1,1
56.4723,-149.3205,3.2,1
9.0009,126.1626,4.1,0
43.3472,-127.3072,4.1,1
63.5446,-157.9062,2.8,1
51.4351,-176.0953,3.1,1
0.9002,125.9601,4.5,0
17.93016667,-66.84016667,4.2,1
53.032,160.603,3.4,0
37.3725,36.8705,4.1,0
23.2733,142.4373,3.2,0
-7.0986,129.5869,4.0,0
-17.5876,-174.4404,3.08,1
-17.1844,179.7928,4.5,0
38.2676,38.8212,2.7,0
54.7086,-161.216,2.8,1
38.6907,39.9843,2.7,0
-10.6969,161.6907,3.5,0
38.6528,39.9381,2.9,0
38.6331,39.9916,3.7,0
38.7236,14.1456,4.3,0
38.0024,36.7996,3.2,0
32.75299072,-100.6551305,3.3,1
-5.3827,150.983,3.2,0
38.6405,39.9601,3.0,0
51.7037,-175.8511,3.21,1
-10.1994,113.5497,3.6,0
58.9321,-154.5175,3.8,1
-55.456,-28.0684,4.4,1
18.24666667,-67.84216667,4.3,1
52.3329,-174.5514,4.5,1
18.08583333,-66.9715,4.4,1
-16.4681,-72.6146,3.0,1
19.3275,-155.1331667,2.7,1
-24.3323,179.9542,4.5,0
-11.9691,-74.864,3.2,1
48.7357,-128.9459,3.5,1
37.372,71.9128,2.6,0
18.84933333,-67.30566667,4.2,1
-3.8644,133.4302,2.92,0
-18.2441,-178.0556,4.1,1
52.0403,-166.2695,3.9,1
-23.4196,-69.1094,4.3,1
61.5189,-140.7126,4.2,1
56.862,-153.743,4.5,1
51.4623,-178.6744,4.3,1
-20.7701,-67.8879,4.2,1
18.3275,-67.251,2.7,1
-29.7066,60.408,4.5,0
53.2256,-163.4668,4.5,1
17.6415,145.5077,4.2,0
7.6647,-36.116,4.4,1
51.9176,178.0907,4.5,0
53.4288,171.498,4.3,0
36.105,35.9906,2.7,0
36.2572,36.1266,4.4,0
18.3421,146.7537,4.4,0
-3.3605,152.0013,3.3,0
68.1888,-135.4757,4.2,1
-19.2604,-177.3031,4.3,1
-0.2426,124.6053,4.5,0
26.0661,125.6175,3.39,0
0.1682,127.308,3.9,0
-4.3708,143.8413,2.7,0
35.9531,35.9447,4.2,0
38.0175,37.3695,2.76,0
27.1369,143.3638,4.5,0
27.1097,143.426,4.1,0
43.2845,13.3723,4.1,0
-17.7333,-176.596,4.1,1
19.149,-155.3633333,2.93,1
-19.0786,-70.1661,4.3,1
27.1268,143.4432,4.4,0
27.0834,143.4725,2.9,0
3.0397,126.2768,4.1,0
27.1583,143.5007,2.7,0
-32.6069,-179.3981,3.1,1
52.844,155.9942,3.6,0
27.0268,143.4256,4.0,0
59.2545,-152.8435,2.87,1
-6.8918,155.2845,4.4,0
0.3205,96.6363,2.6,0
15.2852,96.1335,4.5,0
51.4018,-175.5757,4.5,1
68.7991,-145.4924,3.9,1
31.63830216,-104.4201385,3.2,1
68.8348,-145.4711,4.2,1
56.2912,-156.5262,4.2,1
60.4134,-153.0658,4.2,1
36.7895,-121.3748333,3.5,1
38.0178,-115.777,4.2,1
38.1698,38.4896,2.6,0
37.4411,37.2074,4.3,0
53.6495,-165.1735,4.2,1
23.4,121.955,4.2,0
36.201,70.0083,4.3,0
31.71768808,-104.2910744,4.3,1
38.0685,37.43,4.0,0
54.5564,-162.4621,4.3,1
18.21683333,-67.3665,4.3,1
15.3277,123.1095,4.4,0
-18.6958,-177.9045,4.2,1
36.1158,36.1459,4.0,0
25.0636,123.3732,2.82,0
31.7809,93.5414,4.1,0
51.1789,-178.9725,4.5,1
-3.1039,127.3935,4.3,0
63.6009,-150.7996,4.0,1
63.1965,-144.3761,4.4,1
52.2274,176.7862,4.0,0
19.322,-64.4375,4.4,1
19.296,-64.686,4.2,1
-41.5765,173.5591,2.7,0
-59.992,-27.8196,4.1,1
15.128,-94.8084,4.5,1
-8.9724,127.1725,4.1,0
-22.0482,-68.606,2.7,1
26.809,141.2634,3.0,0
57.9316,-156.313,3.1,1
27.1956,143.4901,2.6,0
27.0881,143.5284,3.1,0
27.0622,143.3839,2.6,0
54.7295,-156.851,2.61,1
-63.5377,-166.8485,2.7,1
53.4835,-159.8239,4.2,1
17.6515,-72.3029,4.2,1
13.3771,-89.7082,2.6,1
9.5691,-84.6994,4.2,1
-18.0318,-69.7648,4.1,1
38.0463,36.6397,2.8,0
54.7814,-156.8259,4.1,1
33.6342,34.6394,2.9,0
18.16583333,-68.36933333,3.0,1
19.46533333,-155.438,4.3,1
-52.184,141.3119,4.4,0
45.0358,23.0526,4.2,0
31.67078894,-104.3714522,4.5,1
31.66798052,-104.3795021,4.5,1
38.4898,40.3081,2.8,0
19.1495,-155.372,4.1,1
31.67352601,-104.374706,3.2,1
38.0395,37.8449,2.8,0
31.6721879,-104.3682345,3.0,1
-33.2969,-178.6243,3.8,1
58.2254,-154.1292,3.85,1
9.2648,93.945,3.41,0
31.67355987,-104.369323,4.5,1
12.1038,123.5089,4.4,0
51.6865,-173.3403,4.2,1
31.67358679,-104.3650167,4.2,1
31.674043,-104.365559,4.1,1
31.66775369,-104.414489,4.3,1
18.504,-66.568,3.3,1
31.66921585,-104.3657864,4.2,1
38.6361,22.0933,4.4,0
10.7137,-62.3421,4.1,1
18.79866667,-65.0575,3.2,1
-24.0255,-66.9747,4.5,1
-11.9975,166.4501,3.3,0
53.5021,159.9652,4.4,0
19.90416667,-155.1583333,4.3,1
-21.0476,-178.5788,2.9,1
-20.9028,-69.0221,4.3,1
18.231,-68.2605,4.0,1
40.5595,-124.2203333,3.3,1
51.4716,-176.3411,4.4,1
-30.1063,-72.15,3.1,1
41.9195,-125.8291,2.74,1
31.67637027,-104.431795,4.5,1
-35.7431,-73.1611,4.0,1
1.1403,127.4941,3.1,0
-35.7033,-73.149,2.6,1
38.1577,-117.8891,4.4,1
51.2474,-178.2618,2.97,1
38.8215,-122.8546667,4.2,1
38.0438,38.3872,4.2,0
-7.166,123.5523,4.0,0
23.9695,121.7576,4.5,0
39.144,-123.2608333,2.6,1
-22.1357,-67.3195,4.5,1
62.1535,-152.0921,2.9,1
37.9117,73.0303,4.4,0
38.1585,73.2079,4.0,0
38.0547,73.0006,2.9,0
38.2408,73.1864,3.2,0
37.603,73.6046,2.6,0
37.7803,73.3229,3.08,0
18.0793,-68.0888,3.1,1
12.874,-88.2424,4.2,1
27.1336,143.4573,4.3,0
27.1702,143.4804,3.09,0
37.2286,37.0909,4.2,0
56.7438,-149.3284,4.3,1
53.7185,-166.2779,4.5,1
38.3267,73.0051,3.24,0
18.7946,-63.9205,4.2,1
51.2228,-178.742,4.2,1
54.4041,-159.649,3.76,1
63.2491,-150.5628,3.07,1
38.0035,37.7419,2.6,0
-14.7265,166.9289,4.1,0
1.2873,126.7287,3.2,0
52.261,-174.7371,2.6,1
58.8201,-154.5058,4.1,1
55.6078,-158.6151,4.4,1
3.5622,126.5283,4.3,0
-18.3996,-178.1003,3.5,1
51.1043,-179.1203,3.2,1
-23.2017,-68.661,2.91,1
51.1535,-179.0939,4.1,1
39.6657,142.0799,4.4,0
-18.058,-178.3685,4.4,1
51.3058,179.134,2.64,0
40.5628,139.4892,4.2,0
13.6893,-91.5235,2.8,1
30.1565,32.3957,4.4,0
43.0032,-111.2061,4.3,1
-26.7049,-71.3113,4.4,1
42.9951,-111.204,4.2,1
-32.0873,-71.8963,4.1,1
-32.0852,-71.8367,4.1,1
33.7601,72.7349,3.54,0
19.6238,-75.0238,4.3,1
18.5895,-68.587,4.4,1
55.2579,-151.6359,4.4,1
-21.3933,-66.8419,4.0,1
-6.0644,149.8102,2.6,0
18.8825,-103.4299,2.7,1
51.9925,-175.944,4.5,1
52.6219,-169.0562,3.67,1
52.0951,-170.3119,3.0,1
36.3086,36.0365,3.1,0
52.3989,-167.8598,2.6,1
19.16233333,-155.4935,4.4,1
-21.9639,-68.5587,4.5,1
56.9186,-158.1064,4.5,1
17.97283333,-66.84866667,2.7,1
18.5574,-63.363,3.2,1
9.7878,92.6004,3.1,0
51.5857,178.883,4.3,0
51.8124,178.2345,4.5,0
3.7003,128.7389,4.1,0
51.611,-178.6961,4.1,1
36.6094,-8.0546,3.3,1
52.1566,-170.4211,4.3,1
38.1086,73.1907,4.5,0
-20.4704,-177.5944,3.3,1
-25.3102,178.7009,4.1,0
54.6908,-157.1308,4.2,1
52.8399,172.4594,3.8,0
19.21816667,-155.387,2.8,1
19.2195,-155.387,3.5,1
51.9277,-174.1477,4.3,1
9.6508,57.9175,3.3,0
51.6655,-174.8189,4.2,1
37.3376,134.9748,4.0,0
37.9736,33.9905,4.1,0
31.68067827,-104.4059937,3.3,1
19.21633333,-155.3883333,3.93,1
-24.3835,-67.4605,3.4,1
58.231,-155.1899,4.3,1
-20.2686,-177.9984,4.5,1
58.2324,-155.1716,4.2,1
57.2141,-154.1034,2.9,1
8.5549,127.1036,3.4,0
35.2752,35.239,2.8,0
38.0934,38.7162,4.0,0
38.2836,73.1652,2.9,0
51.2196,179.7876,2.8,0
55.0733,-155.5636,4.3,1
-55.3437,-27.9478,2.6,1
-25.0478,-70.9076,2.6,1
51.8053,-3.1588,4.5,1
17.93416667,-66.90316667,4.3,1
38.9781,41.0714,2.6,0
39.0723,141.8127,4.2,0
36.0592,35.9528,4.5,0
-57.9059,-23.9398,2.7,1
54.599,-161.0884,3.2,1
18.7931,-106.6729,2.8,1
52.114,-169.9524,4.2,1
-9.0781,67.3083,4.1,0
52.3201,-169.5103,4.5,1
2.948,126.6357,2.6,0
19.23533333,-155.3845,4.4,1
15.2189,-104.1764,3.33,1
53.5143,-166.1962,2.76,1
-21.6383,-70.2945,3.0,1
15.1845,-104.417,4.1,1
38.1785,-117.797,3.2,1
17.3602,-83.7827,4.0,1
38.3654,37.4414,4.5,0
24.5731,124.9373,2.7,0
-5.216,68.0128,2.71,0
51.4532,-176.1864,4.3,1
21.0328,92.5067,4.3,0
18.029,-67.02216667,4.4,1
38.0367,37.067,2.6,0
-5.5857,146.231,3.1,0
43.2203,-126.9047,4.3,1
54.4955,-161.0543,4.2,1
46.2185,153.0932,4.5,0
54.5001,-161.1169,4.3,1
58.1874,-155.3614,2.7,1
-56.3968,-27.4601,3.6,1
-36.8676,-73.415,4.2,1
51.8788,-173.8194,4.2,1
-12.2309,122.5576,3.4,0
20.9721,144.5386,3.12,0
-7.6777,127.502,4.2,0
51.8947,-177.9899,4.1,1
54.3861,-159.6468,4.2,1
54.8022,-159.9909,4.5,1
-6.3369,146.7717,3.1,0
49.4278,154.8155,4.4,0
19.185,-155.6211667,3.4,1
53.5521,-163.214,4.4,1
53.9704,-166.7327,3.1,1
53.7184,-164.8652,4.3,1
38.2447,73.085,2.86,0
19.17866667,-155.469,4.4,1
-18.665,-177.7426,2.9,1
-21.4228,-179.3251,4.2,1
20.1216,120.3993,4.3,0
-6.1087,149.865,3.0,0
-23.2706,179.8392,4.0,0
-6.1446,149.8816,4.1,0
-21.482,-66.8791,4.4,1
17.9593,-66.8985,4.4,1
17.8669,-66.9777,2.8,1
19.08583333,-66.47616667,4.2,1
36.0535,36.012,2.63,0
54.3939,-159.6862,4.4,1
25.6554,90.4081,4.3,0
38.0353,37.0903,2.9,0
53.2962,-165.1223,3.1,1
38.4424,87.6742,4.4,0
-24.363,-179.9788,3.0,1
29.7352,81.127,2.6,0
19.17633333,-155.5115,4.5,1
40.385,-125.2713333,4.4,1
1.328,122.8883,3.8,0
37.6776,101.315,4.4,0
-43.6176,172.6754,4.4,0
-60.633,-51.5113,4.1,1
37.4449,141.5225,2.8,0
36.1711,70.7199,4.4,0
17.96366667,-66.98116667,4.3,1
52.1907,-172.6156,4.3,1
58.1888,-137.9535,4.4,1
-30.2459,-177.6203,2.95,1
-30.393,-177.813,4.3,1
-30.3279,-177.7438,2.8,1
-16.8708,-175.0152,2.7,1
51.909,-176.5579,4.3,1
8.4225,-82.8067,2.84,1
13.8138,-92.1974,4.5,1
18.8705,-64.39183333,4.3,1
54.5174,155.6276,4.4,0
61.4513,-146.5546,4.3,1
-19.1309,-176.644,4.1,1
25.135,140.9707,4.4,0
56.9183,-158.0714,4.2,1
60.1663,-153.0335,3.49,1
15.5538,-104.3521,3.2,1
18.9195,-68.7108,3.31,1
61.8861,-150.9512,4.5,1
18.84083333,-65.33633333,3.0,1
44.6989,146.5059,4.3,0
42.2682,146.5158,4.3,0
35.6398333,-117.4556667,3.6,1
14.0151,144.6662,4.1,0
19.456,-67.846,4.0,1
-9.6772,122.8758,4.3,0
15.2753,-104.6608,2.78,1
-7.6118,125.0708,2.71,0
-4.4642,132.8347,4.2,0
51.6055,178.6801,4.3,0
56.3766,-148.3205,2.9,1
-22.7219,-66.1174,4.5,1
54.519,-162.0925,4.2,1
17.8445,-66.87466667,4.3,1
-1.5833,120.4247,2.61,0
-21.8249,-178.8875,4.0,1
30.1103,131.0091,3.2,0
38.0706,73.0467,4.4,0
56.5727,-148.3862,4.3,1
17.92933333,-66.90483333,4.3,1
-1.6197,120.3439,4.3,0
51.7672,-174.3261,2.8,1
-31.1322,179.9127,4.5,0
31.63980784,-104.1770538,4.2,1
53.6279,-159.8135,3.21,1
37.9189,37.0464,4.1,0
55.097,-162.9275,2.9,1
36.6204,35.704,4.4,0
18.5895,-65.0801,4.5,1
32.5003,141.5167,2.9,0
17.95483333,-66.98533333,3.1,1
31.64428938,-104.176949,4.4,1
31.64014802,-104.1779978,3.54,1
14.2126,-91.9996,2.7,1
3.2093,125.4743,3.41,0
20.076,-156.165,4.4,1
-18.4375,-177.9697,4.2,1
44.6298,-113.6854,2.81,1
-21.5823,-66.8547,4.3,1
31.62408161,-104.2639767,3.66,1
-22.5394,-68.8458,4.0,1
13.5428,145.2504,4.5,0
-26.7414,-70.1718,4.1,1
7.9175,127.2609,4.4,0
-6.7285,129.7509,2.9,0
54.0576,-163.4859,3.8,1
19.4515,-155.2365,4.1,1
55.019,-161.3034,2.7,1
18.6047,120.3833,2.72,0
-21.8112,-68.6902,4.4,1
31.67908021,-104.438819,4.1,1
-5.4485,154.4382,4.1,0
39.7821,13.8609,4.3,0
18.01133333,-65.52816667,3.2,1
36.3774,70.6141,3.08,0
-21.8855,170.5968,4.4,0
-21.0892,-68.9473,3.0,1
37.9433,73.042,4.4,0
27.9494,139.5243,2.7,0
38.2315,73.0361,3.4,0
-30.4981,133.8849,4.2,0
32.00226331,-103.818599,2.6,1
-20.9729,-70.8725,4.4,1
-20.9867,-70.8467,3.56,1
35.6136667,-117.4145,4.3,1
38.2434,38.2911,3.01,0
-5.1654,154.1495,3.0,0
-5.4939,147.2513,3.0,0
-15.3703,-73.874,4.3,1
51.9962,171.3899,4.3,0
38.7975,-122.8108333,3.17,1
18.01233333,-66.78283333,4.2,1
56.3578,-148.7556,3.0,1
-40.1734,46.1079,4.5,0
-21.6065,-68.5208,3.1,1
-3.9019,141.5424,4.3,0
-31.5506,-177.9907,4.1,1
59.8212,-153.4276,4.5,1
18.49483333,-66.1175,4.3,1
-41.391,174.1576,4.5,0
53.3284,-159.5369,2.8,1
55.9403,-160.8133,2.74,1
27.0982,126.8241,2.9,0
-24.0483,-66.7832,4.4,1
18.8605,-67.11983333,4.5,1
-30.0714,-71.3574,2.6,1
67.2531,-157.4528,4.4,1
13.9552,-92.9879,4.5,1
-17.5735,-178.9302,3.09,1
19.566,-65.3656,4.1,1
19.5585,-65.46,4.3,1
13.3348,-92.9854,4.5,1
19.5698,-65.4801,4.4,1
14.202,146.7911,4.0,0
37.4289,36.4287,4.1,0
-19.0466,-71.0023,4.3,1
35.6128333,-117.4165,2.9,1
-21.9558,-179.3994,4.0,1
-20.032,-178.1341,4.2,1
19.01216667,-66.47583333,3.15,1
37.7893,36.7056,4.2,0
37.9073,36.7306,4.1,0
65.152,-168.0916,4.3,1
19.0605,-66.46983333,4.1,1
38.714,35.3935,4.0,0
51.7578,-174.6982,2.92,1
35.6758,140.7378,2.7,0
35.9146,22.2039,2.9,0
27.8012,55.3104,4.5,0
19.556,-65.45016667,4.4,1
35.3309,136.7977,4.3,0
6.3003,126.286,4.1,0
41.0174,19.7343,2.6,0
23.9005,99.5462,3.22,0
53.146,-166.9008,4.1,1
36.4747,70.7789,3.1,0
37.2588,36.992,2.6,0
1.3388,125.5559,4.1,0
